chapter,sentence,entity1,entity2,relation
029.txt,<p>单表到了初一这一日，荣国府门前车辆纷纷，人马簇簇。那底下凡执事人等，闻得是贵妃作好事，贾母亲去拈香，正是初一日乃月之首日，况是端阳节间，因此凡动用的什物，一色都是齐全的，不同往日。少时，贾母等出来。贾母坐一乘八人大轿，李氏、凤姐儿、薛姨妈每人一乘四人轿，宝钗，黛玉二人共坐一辆翠盖珠缨八宝车，迎春、探春、惜春三人共坐一辆朱轮华盖车。然后贾母的丫头鸳鸯，鹦鹉，琥珀，珍珠，林黛玉的丫头紫鹃，雪雁，春纤，宝钗的丫头莺儿，文杏，迎春的丫头司棋，绣桔，探春的丫头待书，翠墨、惜春的丫头入画、彩屏，薛姨妈的丫头同喜、同贵，外带着香菱，香菱的丫头臻儿、李氏的丫头素云、碧月，凤姐儿的丫头平儿、丰儿、小红，并王夫人两个丫头也要跟了凤姐儿去的金钏、彩云，奶子抱着大姐儿带着巧姐儿另在一车，还有两个丫头，一共又连上各房的老嬷嬷奶娘并跟出门的家人媳妇子，乌压压的占了一街的车。贾母等已经坐轿去了多远，这门前尚未坐完。这个说：“我不同你在一处”，那个说“你压了我们奶奶的包袱”，那边车上又说“蹭了我的花儿”，这边又说“碰折了我的扇子”，咭咭呱呱，说笑不绝。周瑞家的走来过去的说道：“姑娘们，这是街上，看人笑话。”说了两遍，方觉好了。前头的全副执事摆开，早已到了清虚观了。宝玉骑着马，在贾母轿前。街上人都站在两边。将至观前，只听钟鸣鼓响，早有张法官执香披衣，带领众道士在路旁迎接。贾母的轿刚至山门以内，贾母在轿内因看见有守门大帅并千里眼，顺风耳，当方土地，本境城隍各位泥胎圣像，便命住轿。贾珍带领各子弟上来迎接。凤姐儿知道鸳鸯等在后面，赶不上来搀贾母，自己下了轿，忙要上来搀。可巧有个十二三岁的小道士儿，拿着剪筒，照管剪各处蜡花，正欲得便且藏出去，不想一头撞在凤姐儿怀里。凤姐便一扬手，照脸一下，把那小孩子打了一个筋斗，骂道：“野牛杂种的，胡朝那里跑！”那小道士也不顾拾烛剪，爬起来往外还要跑。正值宝钗等下车，众婆娘媳妇正围随的风雨不透，但见一个小道士滚了出来，都喝声叫“拿，拿，拿！打，打，打！”</p>,王夫人,巧姐,丫头
029.txt,<p>单表到了初一这一日，荣国府门前车辆纷纷，人马簇簇。那底下凡执事人等，闻得是贵妃作好事，贾母亲去拈香，正是初一日乃月之首日，况是端阳节间，因此凡动用的什物，一色都是齐全的，不同往日。少时，贾母等出来。贾母坐一乘八人大轿，李氏、凤姐儿、薛姨妈每人一乘四人轿，宝钗，黛玉二人共坐一辆翠盖珠缨八宝车，迎春、探春、惜春三人共坐一辆朱轮华盖车。然后贾母的丫头鸳鸯，鹦鹉，琥珀，珍珠，林黛玉的丫头紫鹃，雪雁，春纤，宝钗的丫头莺儿，文杏，迎春的丫头司棋，绣桔，探春的丫头待书，翠墨、惜春的丫头入画、彩屏，薛姨妈的丫头同喜、同贵，外带着香菱，香菱的丫头臻儿、李氏的丫头素云、碧月，凤姐儿的丫头平儿、丰儿、小红，并王夫人两个丫头也要跟了凤姐儿去的金钏、彩云，奶子抱着大姐儿带着巧姐儿另在一车，还有两个丫头，一共又连上各房的老嬷嬷奶娘并跟出门的家人媳妇子，乌压压的占了一街的车。贾母等已经坐轿去了多远，这门前尚未坐完。这个说：“我不同你在一处”，那个说“你压了我们奶奶的包袱”，那边车上又说“蹭了我的花儿”，这边又说“碰折了我的扇子”，咭咭呱呱，说笑不绝。周瑞家的走来过去的说道：“姑娘们，这是街上，看人笑话。”说了两遍，方觉好了。前头的全副执事摆开，早已到了清虚观了。宝玉骑着马，在贾母轿前。街上人都站在两边。将至观前，只听钟鸣鼓响，早有张法官执香披衣，带领众道士在路旁迎接。贾母的轿刚至山门以内，贾母在轿内因看见有守门大帅并千里眼，顺风耳，当方土地，本境城隍各位泥胎圣像，便命住轿。贾珍带领各子弟上来迎接。凤姐儿知道鸳鸯等在后面，赶不上来搀贾母，自己下了轿，忙要上来搀。可巧有个十二三岁的小道士儿，拿着剪筒，照管剪各处蜡花，正欲得便且藏出去，不想一头撞在凤姐儿怀里。凤姐便一扬手，照脸一下，把那小孩子打了一个筋斗，骂道：“野牛杂种的，胡朝那里跑！”那小道士也不顾拾烛剪，爬起来往外还要跑。正值宝钗等下车，众婆娘媳妇正围随的风雨不透，但见一个小道士滚了出来，都喝声叫“拿，拿，拿！打，打，打！”</p>,金钏,彩云,丫头
029.txt,<p>单表到了初一这一日，荣国府门前车辆纷纷，人马簇簇。那底下凡执事人等，闻得是贵妃作好事，贾母亲去拈香，正是初一日乃月之首日，况是端阳节间，因此凡动用的什物，一色都是齐全的，不同往日。少时，贾母等出来。贾母坐一乘八人大轿，李氏、凤姐儿、薛姨妈每人一乘四人轿，宝钗，黛玉二人共坐一辆翠盖珠缨八宝车，迎春、探春、惜春三人共坐一辆朱轮华盖车。然后贾母的丫头鸳鸯，鹦鹉，琥珀，珍珠，林黛玉的丫头紫鹃，雪雁，春纤，宝钗的丫头莺儿，文杏，迎春的丫头司棋，绣桔，探春的丫头待书，翠墨、惜春的丫头入画、彩屏，薛姨妈的丫头同喜、同贵，外带着香菱，香菱的丫头臻儿、李氏的丫头素云、碧月，凤姐儿的丫头平儿、丰儿、小红，并王夫人两个丫头也要跟了凤姐儿去的金钏、彩云，奶子抱着大姐儿带着巧姐儿另在一车，还有两个丫头，一共又连上各房的老嬷嬷奶娘并跟出门的家人媳妇子，乌压压的占了一街的车。贾母等已经坐轿去了多远，这门前尚未坐完。这个说：“我不同你在一处”，那个说“你压了我们奶奶的包袱”，那边车上又说“蹭了我的花儿”，这边又说“碰折了我的扇子”，咭咭呱呱，说笑不绝。周瑞家的走来过去的说道：“姑娘们，这是街上，看人笑话。”说了两遍，方觉好了。前头的全副执事摆开，早已到了清虚观了。宝玉骑着马，在贾母轿前。街上人都站在两边。将至观前，只听钟鸣鼓响，早有张法官执香披衣，带领众道士在路旁迎接。贾母的轿刚至山门以内，贾母在轿内因看见有守门大帅并千里眼，顺风耳，当方土地，本境城隍各位泥胎圣像，便命住轿。贾珍带领各子弟上来迎接。凤姐儿知道鸳鸯等在后面，赶不上来搀贾母，自己下了轿，忙要上来搀。可巧有个十二三岁的小道士儿，拿着剪筒，照管剪各处蜡花，正欲得便且藏出去，不想一头撞在凤姐儿怀里。凤姐便一扬手，照脸一下，把那小孩子打了一个筋斗，骂道：“野牛杂种的，胡朝那里跑！”那小道士也不顾拾烛剪，爬起来往外还要跑。正值宝钗等下车，众婆娘媳妇正围随的风雨不透，但见一个小道士滚了出来，都喝声叫“拿，拿，拿！打，打，打！”</p>,金钏,巧姐,丫头
029.txt,<p>单表到了初一这一日，荣国府门前车辆纷纷，人马簇簇。那底下凡执事人等，闻得是贵妃作好事，贾母亲去拈香，正是初一日乃月之首日，况是端阳节间，因此凡动用的什物，一色都是齐全的，不同往日。少时，贾母等出来。贾母坐一乘八人大轿，李氏、凤姐儿、薛姨妈每人一乘四人轿，宝钗，黛玉二人共坐一辆翠盖珠缨八宝车，迎春、探春、惜春三人共坐一辆朱轮华盖车。然后贾母的丫头鸳鸯，鹦鹉，琥珀，珍珠，林黛玉的丫头紫鹃，雪雁，春纤，宝钗的丫头莺儿，文杏，迎春的丫头司棋，绣桔，探春的丫头待书，翠墨、惜春的丫头入画、彩屏，薛姨妈的丫头同喜、同贵，外带着香菱，香菱的丫头臻儿、李氏的丫头素云、碧月，凤姐儿的丫头平儿、丰儿、小红，并王夫人两个丫头也要跟了凤姐儿去的金钏、彩云，奶子抱着大姐儿带着巧姐儿另在一车，还有两个丫头，一共又连上各房的老嬷嬷奶娘并跟出门的家人媳妇子，乌压压的占了一街的车。贾母等已经坐轿去了多远，这门前尚未坐完。这个说：“我不同你在一处”，那个说“你压了我们奶奶的包袱”，那边车上又说“蹭了我的花儿”，这边又说“碰折了我的扇子”，咭咭呱呱，说笑不绝。周瑞家的走来过去的说道：“姑娘们，这是街上，看人笑话。”说了两遍，方觉好了。前头的全副执事摆开，早已到了清虚观了。宝玉骑着马，在贾母轿前。街上人都站在两边。将至观前，只听钟鸣鼓响，早有张法官执香披衣，带领众道士在路旁迎接。贾母的轿刚至山门以内，贾母在轿内因看见有守门大帅并千里眼，顺风耳，当方土地，本境城隍各位泥胎圣像，便命住轿。贾珍带领各子弟上来迎接。凤姐儿知道鸳鸯等在后面，赶不上来搀贾母，自己下了轿，忙要上来搀。可巧有个十二三岁的小道士儿，拿着剪筒，照管剪各处蜡花，正欲得便且藏出去，不想一头撞在凤姐儿怀里。凤姐便一扬手，照脸一下，把那小孩子打了一个筋斗，骂道：“野牛杂种的，胡朝那里跑！”那小道士也不顾拾烛剪，爬起来往外还要跑。正值宝钗等下车，众婆娘媳妇正围随的风雨不透，但见一个小道士滚了出来，都喝声叫“拿，拿，拿！打，打，打！”</p>,彩云,巧姐,丫头
029.txt,<p>贾珍到贾母跟前，控身陪笑说：“这张爷爷进来请安。”贾母听了，忙道：“搀他来。”贾珍忙去搀了过来。那张道士先哈哈笑道：“无量寿佛！老祖宗一向福寿安康？众位奶奶小姐纳福？一向没到府里请安，老太太气色越发好了。”贾母笑道：“老神仙，你好？”张道士笑道：“托老太太万福万寿，小道也还康健。别的倒罢，只记挂着哥儿，一向身上好？前日四月二十六日，我这里做遮天大王的圣诞，人也来的少，东西也很干净，我说请哥儿来逛逛，怎么说不在家？”贾母说道：“果真不在家。”一面回头叫宝玉。谁知宝玉解手去了才来，忙上前问：“张爷爷好？”张道士忙抱住问了好，又向贾母笑道：“哥儿越发发福了。”贾母道：“他外头好，里头弱。又搭着他老子逼着他念书，生生的把个孩子逼出病来了。”张道士道：“前日我在好几处看见哥儿写的字，作的诗，都好的了不得，怎么老爷还抱怨说哥儿不大喜欢念书呢？依小道看来，也就罢了。”又叹道：“我看见哥儿的这个形容身段，言谈举动，怎么就同当日国公爷一个稿子！”说着两眼流下泪来。贾母听说，也由不得满脸泪痕，说道：“正是呢，我养这些儿子孙子，也没一个像他爷爷的，就只这玉儿像他爷爷。”</p>,贾珍,贾母,爷爷
029.txt,<p>刚要说话，只见贾珍贾蓉的妻子婆媳两个来了，彼此见过，贾母方说：“你们又来做什么，我不过没事来逛逛。”一句话没说了，只见人报：“冯将军家有人来了。”原来冯紫英家听见贾府在庙里打醮，连忙预备了猪羊香烛茶银之类的东西送礼。凤姐儿听了，忙赶过正楼来，拍手笑道：“嗳呀！我就不防这个。只说咱们娘儿们来闲逛逛，人家只当咱们大摆斋坛的来送礼。都是老太太闹的。这又不得不预备赏封儿。”刚说了，只见冯家的两个管家娘子上楼来了。冯家两个未去，接着赵侍郎也有礼来了。于是接二连三，都听见贾府打醮，女眷都在庙里，凡一应远亲近友，世家相与都来送礼。贾母才后悔起来，说：“又不是什么正经斋事，我们不过闲逛逛，就想不到这礼上，没的惊动了人。”因此虽看了一天戏，至下午便回来了，次日便懒怠去。凤姐又说：“打墙也是动土，已经惊动了人，今儿乐得还去逛逛。”那贾母因昨日张道士提起宝玉说亲的事来，谁知宝玉一日心中不自在，回家来生气，嗔着张道士与他说了亲，口口声声说从今以后不再见张道士了，别人也并不知为什么原故；二则林黛玉昨日回家又中了暑：因此二事，贾母便执意不去了。凤姐见不去，自己带了人去，也不在话下。</p>,贾珍,贾蓉,妻
029.txt,<p>刚要说话，只见贾珍贾蓉的妻子婆媳两个来了，彼此见过，贾母方说：“你们又来做什么，我不过没事来逛逛。”一句话没说了，只见人报：“冯将军家有人来了。”原来冯紫英家听见贾府在庙里打醮，连忙预备了猪羊香烛茶银之类的东西送礼。凤姐儿听了，忙赶过正楼来，拍手笑道：“嗳呀！我就不防这个。只说咱们娘儿们来闲逛逛，人家只当咱们大摆斋坛的来送礼。都是老太太闹的。这又不得不预备赏封儿。”刚说了，只见冯家的两个管家娘子上楼来了。冯家两个未去，接着赵侍郎也有礼来了。于是接二连三，都听见贾府打醮，女眷都在庙里，凡一应远亲近友，世家相与都来送礼。贾母才后悔起来，说：“又不是什么正经斋事，我们不过闲逛逛，就想不到这礼上，没的惊动了人。”因此虽看了一天戏，至下午便回来了，次日便懒怠去。凤姐又说：“打墙也是动土，已经惊动了人，今儿乐得还去逛逛。”那贾母因昨日张道士提起宝玉说亲的事来，谁知宝玉一日心中不自在，回家来生气，嗔着张道士与他说了亲，口口声声说从今以后不再见张道士了，别人也并不知为什么原故；二则林黛玉昨日回家又中了暑：因此二事，贾母便执意不去了。凤姐见不去，自己带了人去，也不在话下。</p>,贾珍,贾母,妻
029.txt,<p>刚要说话，只见贾珍贾蓉的妻子婆媳两个来了，彼此见过，贾母方说：“你们又来做什么，我不过没事来逛逛。”一句话没说了，只见人报：“冯将军家有人来了。”原来冯紫英家听见贾府在庙里打醮，连忙预备了猪羊香烛茶银之类的东西送礼。凤姐儿听了，忙赶过正楼来，拍手笑道：“嗳呀！我就不防这个。只说咱们娘儿们来闲逛逛，人家只当咱们大摆斋坛的来送礼。都是老太太闹的。这又不得不预备赏封儿。”刚说了，只见冯家的两个管家娘子上楼来了。冯家两个未去，接着赵侍郎也有礼来了。于是接二连三，都听见贾府打醮，女眷都在庙里，凡一应远亲近友，世家相与都来送礼。贾母才后悔起来，说：“又不是什么正经斋事，我们不过闲逛逛，就想不到这礼上，没的惊动了人。”因此虽看了一天戏，至下午便回来了，次日便懒怠去。凤姐又说：“打墙也是动土，已经惊动了人，今儿乐得还去逛逛。”那贾母因昨日张道士提起宝玉说亲的事来，谁知宝玉一日心中不自在，回家来生气，嗔着张道士与他说了亲，口口声声说从今以后不再见张道士了，别人也并不知为什么原故；二则林黛玉昨日回家又中了暑：因此二事，贾母便执意不去了。凤姐见不去，自己带了人去，也不在话下。</p>,贾蓉,贾母,妻
031.txt,<p>刚只说着，只见宝玉来了，笑道：“云妹妹来了。怎么前儿打发人接你去，怎么不来？”王夫人道：“这里老太太才说这一个，他又来提名道姓的了。”林黛玉道：“你哥哥得了好东西，等着你呢。”史湘云道：“什么好东西？”宝玉笑道：“你信他呢！几日不见，越发高了。”湘云笑道：“袭人姐姐好？”宝玉道：“多谢你记挂。”湘云道：“我给他带了好东西来了。”说着，拿出手帕子来，挽着一个疙瘩。宝玉道：“什么好的？你倒不如把前儿送来的那种绛纹石的戒指儿带两个给他。”湘云笑道：“这是什么？”说着便打开。众人看时，果然就是上次送来的那绛纹戒指，一包四个。林黛玉笑道：“你们瞧瞧他这主意。前儿一般的打发人给我们送了来，你就把他的带来岂不省事？今儿巴巴的自己带了来，我当又是什么新奇东西，原来还是他。真真你是糊涂人。”史湘云笑道：“你才糊涂呢！我把这理说出来，大家评一评谁糊涂。给你们送东西，就是使来的不用说话，拿进来一看，自然就知是送姑娘们的了，若带他们的东西，这得我先告诉来人，这是那一个丫头的，那是那一个丫头的，那使来的人明白还好，再糊涂些，丫头的名字他也不记得，混闹胡说的，反连你们的东西都搅糊涂了。若是打发个女人素日知道的还罢了，偏生前儿又打发小子来，可怎么说丫头们的名字呢？横竖我来给他们带来，岂不清白。”说着，把四个戒指放下，说道：“袭人姐姐一个，鸳鸯姐姐一个，金钏儿姐姐一个，平儿姐姐一个：这倒是四个人的，难道小子们也记得这们清白？”众人听了都笑道：“果然明白。”宝玉笑道：“还是这么会说话，不让人。”林黛玉听了，冷笑道：“他不会说话，他的金麒麟会说话。”一面说着，便起身走了。幸而诸人都不曾听见，只有薛宝钗抿嘴一笑。宝玉听见了，倒自己后悔又说错了话，忽见宝钗一笑，由不得也笑了。宝钗见宝玉笑了，忙起身走开，找了林黛玉去说话。</p>,鸳鸯,金钏儿,姐姐
033.txt,<p>众人听这话不好听，知道气急了，忙又退出，只得觅人进去给信。王夫人不敢先回贾母，只得忙穿衣出来，也不顾有人没人，忙忙赶往书房中来，慌的众门客小厮等避之不及。王夫人一进房来，贾政更如火上浇油一般，那板子越发下去的又狠又快。按宝玉的两个小厮忙松了手走开，宝玉早已动弹不得了。贾政还欲打时，早被王夫人抱住板子。贾政道：“罢了，罢了！今日必定要气死我才罢！”王夫人哭道：“宝玉虽然该打，老爷也要自重。况且炎天暑日的，老太太身上也不大好，打死宝玉事小，倘或老太太一时不自在了，岂不事大！”贾政冷笑道：“倒休提这话。我养了这不肖的孽障，已不孝；教训他一番，又有众人护持；不如趁今日一发勒死了，以绝将来之患！”说着，便要绳索来勒死。王夫人连忙抱住哭道：“老爷虽然应当管教儿子，也要看夫妻分上。我如今已将五十岁的人，只有这个孽障，必定苦苦的以他为法，我也不敢深劝。今日越发要他死，岂不是有意绝我。既要勒死他，快拿绳子来先勒死我，再勒死他。我们娘儿们不敢含怨，到底在阴司里得个依靠。”说毕，爬在宝玉身上大哭起来。贾政听了此话，不觉长叹一声，向椅上坐了，泪如雨下。王夫人抱着宝玉，只见他面白气弱，底下穿着一条绿纱小衣皆是血渍，禁不住解下汗巾看，由臀至胫，或青或紫，或整或破，竟无一点好处，不觉失声大哭起来，“苦命的儿吓！”因哭出“苦命儿”来，忽又想起贾珠来，便叫着贾珠哭道：“若有你活着，便死一百个我也不管了。”此时里面的人闻得王夫人出来，那李宫裁王熙凤与迎春姊妹早已出来了。王夫人哭着贾珠的名字，别人还可，惟有宫裁禁不住也放声哭了。贾政听了，那泪珠更似滚瓜一般滚了下来。正没开交处，忽听丫鬟来说：“老太太来了。”一句话未了，只听窗外颤巍巍的声气说道：“先打死我，再打死他，岂不干净了！”贾政见他母亲来了，又急又痛，连忙迎接出来，只见贾母扶着丫头，喘吁吁的走来。贾政上前躬身陪笑道：“大暑热天，母亲有何生气亲自走来？有话只该叫了儿子进去吩咐。”贾母听说，便止住步喘息一回，厉声说道：“你原来是和我说话！我倒有话吩咐，只是可怜我一生没养个好儿子，却教我和谁说去！”贾政听这话不象，忙跪下含泪说道：“为儿的教训儿子，也为的是光宗耀祖。母亲这话，我做儿的如何禁得起？”贾母听说，便啐了一口，说道：“我说一句话，你就禁不起，你那样下死手的板子，难道宝玉就禁得起了？你说教训儿子是光宗耀祖，当初你父亲怎么教训你来！”说着，不觉就滚下泪来。贾政又陪笑道：“母亲也不必伤感，皆是作儿的一时性起，从此以后再不打他了。”贾母便冷笑道：“你也不必和我使性子赌气的。你的儿子，我也不该管你打不打。我猜着你也厌烦我们娘儿们。不如我们赶早儿离了你，大家干净！”说着便令人去看轿马，“我和你太太宝玉立刻回南京去！”家下人只得干答应着。贾母又叫王夫人道：“你也不必哭了。如今宝玉年纪小，你疼他，他将来长大成人，为官作宰的，也未必想着你是他母亲了。你如今倒不要疼他，只怕将来还少生一口气呢。”贾政听说，忙叩头哭道：“母亲如此说，贾政无立足之地。”贾母冷笑道：“你分明使我无立足之地，你反说起你来！只是我们回去了，你心里干净，看有谁来许你打。”一面说，一面只令快打点行李车轿回去。贾政苦苦叩求认罪。</p>,王夫人,贾母,小厮
034.txt,<p>话说袭人见贾母王夫人等去后，便走来宝玉身边坐下，含泪问他：“怎么就打到这步田地？”宝玉叹气说道：“不过为那些事，问他作什么！只是下半截疼的很，你瞧瞧打坏了那里。”袭人听说，便轻轻的伸手进去，将中衣褪下。宝玉略动一动，便咬着牙叫‘嗳哟.. ’，袭人连忙停住手，如此三四次才褪了下来。袭人看时，只见腿上半段青紫，都有四指宽的僵痕高了起来。袭人咬着牙说道：“我的娘，怎么下这般的狠手！你但凡听我一句话，也不得到这步地位。幸而没动筋骨，倘或打出个残疾来，可叫人怎么样呢！”正说着，只听丫鬟们说：“宝姑娘来了。”袭人听见，知道穿不及中衣，便拿了一床袷纱被替宝玉盖了。只见宝钗手里托着一丸药走进来，向袭人说道：“晚上把这药用酒研开，替他敷上，把那淤血的热毒散开，可以就好了。”说毕，递与袭人，又问道：“这会子可好些？”宝玉一面道谢说：“好了。”又让坐。宝钗见他睁开眼说话，不象先时，心中也宽慰了好些，便点头叹道：“早听人一句话，也不至今日。别说老太太，太太心疼，就是我们看着，心里也疼。”刚说了半句又忙咽住，自悔说的话急了，不觉的就红了脸，低下头来。宝玉听得这话如此亲切稠密，大有深意，忽见他又咽住不往下说，红了脸，低下头只管弄衣带，那一种娇羞怯怯，非可形容得出者，不觉心中大畅，将疼痛早丢在九霄云外，心中自思：“我不过挨了几下打，他们一个个就有这些怜惜悲感之态露出，令人可玩可观，可怜可敬。假若我一时竟遭殃横死，他们还不知是何等悲感呢！既是他们这样，我便一时死了，得他们如此，一生事业纵然尽付东流，亦无足叹惜，冥冥之中若不怡然自得，亦可谓糊涂鬼祟矣。”想着，只听宝钗问袭人道：“怎么好好的动了气，就打起来了？”袭人便把焙茗的话说了出来。宝玉原来还不知道贾环的话，见袭人说出方才知道。因又拉上薛蟠，惟恐宝钗沉心，忙又止住袭人道：“薛大哥哥从来不这样的，你们不可混猜度。”宝钗听说，便知道是怕他多心，用话相拦袭人，因心中暗暗想道：“打的这个形象，疼还顾不过来，还是这样细心，怕得罪了人，可见在我们身上也算是用心了。你既这样用心，何不在外头大事上作工夫，老爷也喜欢了，也不能吃这样亏。但你固然怕我沉心，所以拦袭人的话，难道我就不知我的哥哥素日恣心纵欲，毫无防范的那种心性。当日为一个秦钟，还闹的天翻地覆，自然如今比先又更利害了。”想毕，因笑道：“你们也不必怨这个，怨那个。据我想，到底宝兄弟素日不正，肯和那些人来往，老爷才生气。就是我哥哥说话不防头，一时说出宝兄弟来，也不是有心调唆：一则也是本来的实话，二则他原不理论这些防嫌小事。袭姑娘从小儿只见宝兄弟这么样细心的人，你何尝见过天不怕地不怕，心里有什么口里就说什么的人。”袭人因说出薛蟠来，见宝玉拦他的话，早已明白自己说造次了，恐宝钗没意思，听宝钗如此说，更觉羞愧无言。宝玉又听宝钗这番话，一半是堂皇正大，一半是去己疑心，更觉比先畅快了。方欲说话时，只见宝钗起身说道：“明儿再来看你，你好生养着罢。方才我拿了药来交给袭人，晚上敷上管就好了。”说着便走出门去。袭人赶着送出院外，说：“姑娘倒费心了。改日宝二爷好了，亲自来谢。”宝钗回头笑道：“有什么谢处。你只劝他好生静养，别胡思乱想的就好了。不必惊动老太太，太太众人，倘或吹到老爷耳朵里，虽然彼时不怎么样，将来对景，终是要吃亏的。”说着，一面去了。</p>,薛蟠,薛大,哥哥
035.txt,<p>话说宝钗分明听见林黛玉刻薄他，因记挂着母亲哥哥，并不回头，一径去了。这里林黛玉还自立于花阴之下，远远的却向怡红院内望着，只见李宫裁、迎春、探春、惜春并各项人等都向怡红院内去过之后，一起一起的散尽了，只不见凤姐儿来，心里自己盘算道：“如何他不来瞧宝玉？便是有事缠住了，他必定也是要来打个花胡哨，讨老太太和太太的好儿才是。今儿这早晚不来，必有原故。”一面猜疑，一面抬头再看时，只见花花簇簇一群人又向怡红院内来了。定睛看时，只见贾母搭着凤姐儿的手，后头邢夫人王夫人跟着周姨娘并丫鬟媳妇等人都进院去了。黛玉看了不觉点头，想起有父母的人的好处来，早又泪珠满面。少顷，只见宝钗薛姨妈等也进入去了。忽见紫鹃从背后走来，说道：“姑娘吃药去罢，开水又冷了。”黛玉道：“你到底要怎么样？只是催，我吃不吃，管你什么相干！”紫鹃笑道：“咳嗽的才好了些，又不吃药了。如今虽然是五月里，天气热，到底也该还小心些。大清早起，在这个潮地方站了半日，也该回去歇息歇息了。”一句话提醒了黛玉，方觉得有点腿酸，呆了半日，方慢慢的扶着紫鹃，回潇湘馆来。</p>,贾母,邢夫人,丫环
035.txt,<p>话说宝钗分明听见林黛玉刻薄他，因记挂着母亲哥哥，并不回头，一径去了。这里林黛玉还自立于花阴之下，远远的却向怡红院内望着，只见李宫裁、迎春、探春、惜春并各项人等都向怡红院内去过之后，一起一起的散尽了，只不见凤姐儿来，心里自己盘算道：“如何他不来瞧宝玉？便是有事缠住了，他必定也是要来打个花胡哨，讨老太太和太太的好儿才是。今儿这早晚不来，必有原故。”一面猜疑，一面抬头再看时，只见花花簇簇一群人又向怡红院内来了。定睛看时，只见贾母搭着凤姐儿的手，后头邢夫人王夫人跟着周姨娘并丫鬟媳妇等人都进院去了。黛玉看了不觉点头，想起有父母的人的好处来，早又泪珠满面。少顷，只见宝钗薛姨妈等也进入去了。忽见紫鹃从背后走来，说道：“姑娘吃药去罢，开水又冷了。”黛玉道：“你到底要怎么样？只是催，我吃不吃，管你什么相干！”紫鹃笑道：“咳嗽的才好了些，又不吃药了。如今虽然是五月里，天气热，到底也该还小心些。大清早起，在这个潮地方站了半日，也该回去歇息歇息了。”一句话提醒了黛玉，方觉得有点腿酸，呆了半日，方慢慢的扶着紫鹃，回潇湘馆来。</p>,贾母,王夫人,丫环
035.txt,<p>话说宝钗分明听见林黛玉刻薄他，因记挂着母亲哥哥，并不回头，一径去了。这里林黛玉还自立于花阴之下，远远的却向怡红院内望着，只见李宫裁、迎春、探春、惜春并各项人等都向怡红院内去过之后，一起一起的散尽了，只不见凤姐儿来，心里自己盘算道：“如何他不来瞧宝玉？便是有事缠住了，他必定也是要来打个花胡哨，讨老太太和太太的好儿才是。今儿这早晚不来，必有原故。”一面猜疑，一面抬头再看时，只见花花簇簇一群人又向怡红院内来了。定睛看时，只见贾母搭着凤姐儿的手，后头邢夫人王夫人跟着周姨娘并丫鬟媳妇等人都进院去了。黛玉看了不觉点头，想起有父母的人的好处来，早又泪珠满面。少顷，只见宝钗薛姨妈等也进入去了。忽见紫鹃从背后走来，说道：“姑娘吃药去罢，开水又冷了。”黛玉道：“你到底要怎么样？只是催，我吃不吃，管你什么相干！”紫鹃笑道：“咳嗽的才好了些，又不吃药了。如今虽然是五月里，天气热，到底也该还小心些。大清早起，在这个潮地方站了半日，也该回去歇息歇息了。”一句话提醒了黛玉，方觉得有点腿酸，呆了半日，方慢慢的扶着紫鹃，回潇湘馆来。</p>,邢夫人,王夫人,丫环
035.txt,<p>这里薛姨妈和宝钗进园来瞧宝玉，到了怡红院中，只见抱厦里外回廊上许多丫鬟老婆站着，便知贾母等都在这里。母女两个进来，大家见过了，只见宝玉躺在榻上。薛姨妈问他可好些。宝玉忙欲欠身，口里答应着“好些”，又说：“只管惊动姨娘，姐姐，我禁不起。”薛姨妈忙扶他睡下，又问他：“想什么，只管告诉我。”宝玉笑道：“我想起来，自然和姨娘要去的。”王夫人又问：“你想什么吃？回来好给你送来的。”宝玉笑道：“也倒不想什么吃，倒是那一回做的那小荷叶儿小莲蓬儿的汤还好些。”凤姐一旁笑道：“听听，口味不算高贵，只是太磨牙了。巴巴的想这个吃了。”贾母便一叠声的叫人做去。凤姐儿笑道：“老祖宗别急，等我想一想这模子谁收着呢。”因回头吩咐个婆子去问管厨房的要去。那婆子去了半天，来回说：“管厨房的说，四副汤模子都交上来了。”凤姐儿听说，想了一想，道：“我记得交给谁了，多半在茶房里。”一面又遣人去问管茶房的，也不曾收。次后还是管金银器皿的送了来。</p>,薛姨妈,贾母,丫环
035.txt,<p>忽有人来请吃饭，贾母方立起身来，命宝玉好生养着，又把丫头们嘱咐了一回，方扶着凤姐儿，让着薛姨妈，大家出房去了。因问汤好了不曾，又问薛姨妈等：“想什么吃，只管告诉我，我有本事叫凤丫头弄了来咱们吃。”薛姨妈笑道：“老太太也会怄他的。时常他弄了东西孝敬，究竟又吃不了多少。”凤姐儿笑道：“姑妈倒别这样说。我们老祖宗只是嫌人肉酸，若不嫌人肉酸，早已把我还吃了呢。”</p>,贾母,薛姨妈,丫头
